order_id,order_date,product_id,quantity,warehouse_id,customer_region,category,price,cost,city,capacity,shipment_id,supplier_id,ship_date,expected_delivery_date,delivery_date,delay,supplier_name,country,lead_time_days,revenue
10333,2023-11-03,162,11,3,DE-North,Electronics,429,153,Munich,11882,10333,25,2023-11-05,2023-11-13,2023-11-14,1,Supplier_25,Germany,11,4719
10334,2023-12-05,285,2,8,DE-South,Automotive,328,281,Munich,10750,10334,13,2023-12-09,2023-12-18,2023-12-20,2,Supplier_13,Poland,2,656
10335,2023-02-24,61,9,3,DE-West,Home,312,134,Munich,11882,10335,4,2023-02-27,2023-03-02,2023-03-04,2,Supplier_4,Poland,7,2808
10336,2023-11-29,85,2,4,DE-South,Home,169,236,Hamburg,6906,10336,15,2023-12-01,2023-12-05,2023-12-03,-2,Supplier_15,Poland,14,338
10337,2023-05-07,35,19,4,DE-North,Automotive,308,35,Hamburg,6906,10337,18,2023-05-09,2023-05-12,2023-05-12,0,Supplier_18,Germany,7,5852
10338,2023-07-12,5,12,8,DE-North,Home,179,297,Munich,10750,10338,7,2023-07-14,2023-07-20,2023-07-20,0,Supplier_7,Czechia,14,2148
10339,2023-08-31,76,9,5,DE-North,Automotive,282,171,Hamburg,8086,10339,27,2023-09-03,2023-09-07,2023-09-10,3,Supplier_27,Poland,9,2538
10340,2023-12-15,253,9,7,DE-West,Industrial,109,181,Berlin,13152,10340,18,2023-12-19,2023-12-25,2023-12-28,3,Supplier_18,Germany,7,981
10341,2023-03-29,7,10,7,DE-South,Electronics,221,95,Berlin,13152,10341,7,2023-04-02,2023-04-10,2023-04-13,3,Supplier_7,Czechia,14,2210
10342,2023-12-02,169,5,7,DE-West,Home,144,99,Berlin,13152,10342,24,2023-12-05,2023-12-08,2023-12-07,-1,Supplier_24,Poland,14,720
10343,2023-08-03,130,9,7,DE-West,Industrial,287,187,Berlin,13152,10343,29,2023-08-06,2023-08-13,2023-08-16,3,Supplier_29,Czechia,8,2583
10344,2023-04-02,138,18,2,DE-North,Electronics,332,164,Hamburg,11949,10344,9,2023-04-06,2023-04-15,2023-04-16,1,Supplier_9,Germany,11,5976
10345,2023-10-30,300,10,5,DE-North,Industrial,286,214,Hamburg,8086,10345,30,2023-11-03,2023-11-12,2023-11-13,1,Supplier_30,Germany,4,2860
10346,2023-08-23,91,17,6,DE-South,Industrial,469,38,Frankfurt,18503,10346,28,2023-08-27,2023-09-04,2023-09-08,4,Supplier_28,Germany,4,7973
10347,2023-07-03,163,10,1,DE-West,Industrial,282,77,Hamburg,12673,10347,12,2023-07-04,2023-07-08,2023-07-12,4,Supplier_12,Netherlands,9,2820
10348,2023-02-07,253,14,7,DE-South,Industrial,109,181,Berlin,13152,10348,27,2023-02-09,2023-02-13,2023-02-15,2,Supplier_27,Poland,9,1526
10349,2023-05-19,201,4,2,DE-South,Home,442,211,Hamburg,11949,10349,1,2023-05-20,2023-05-29,2023-05-27,-2,Supplier_1,Czechia,11,1768
10350,2023-07-14,20,10,4,DE-South,Home,343,119,Hamburg,6906,10350,2,2023-07-15,2023-07-22,2023-07-23,1,Supplier_2,Germany,10,3430
10351,2023-01-15,229,18,3,DE-South,Electronics,337,118,Munich,11882,10351,18,2023-01-18,2023-01-24,2023-01-24,0,Supplier_18,Germany,7,6066
10352,2023-09-14,163,5,3,DE-North,Industrial,282,77,Munich,11882,10352,14,2023-09-16,2023-09-18,2023-09-22,4,Supplier_14,Germany,4,1410
10353,2023-05-15,165,9,8,DE-South,Automotive,329,192,Munich,10750,10353,23,2023-05-17,2023-05-21,2023-05-19,-2,Supplier_23,Poland,3,2961
10354,2023-01-01,232,6,7,DE-North,Industrial,391,152,Berlin,13152,10354,6,2023-01-05,2023-01-11,2023-01-13,2,Supplier_6,Poland,12,2346
10355,2023-02-18,238,16,5,DE-South,Automotive,174,102,Hamburg,8086,10355,30,2023-02-21,2023-02-27,2023-03-02,3,Supplier_30,Germany,4,2784
10356,2023-04-06,120,16,7,DE-North,Electronics,184,165,Berlin,13152,10356,11,2023-04-09,2023-04-15,2023-04-17,2,Supplier_11,Poland,2,2944
10357,2023-07-20,107,11,1,DE-South,Automotive,212,76,Hamburg,12673,10357,25,2023-07-24,2023-08-02,2023-08-03,1,Supplier_25,Germany,11,2332
10358,2023-01-26,250,15,1,DE-West,Home,150,58,Hamburg,12673,10358,19,2023-01-30,2023-02-08,2023-02-09,1,Supplier_19,Germany,11,2250
10359,2023-12-09,284,19,3,DE-West,Home,367,53,Munich,11882,10359,8,2023-12-10,2023-12-12,2023-12-16,4,Supplier_8,Czechia,2,6973
10360,2023-08-23,198,3,8,DE-North,Industrial,322,239,Munich,10750,10360,21,2023-08-27,2023-09-03,2023-09-06,3,Supplier_21,Netherlands,8,966
10361,2023-12-15,220,16,5,DE-North,Home,370,243,Hamburg,8086,10361,5,2023-12-19,2023-12-26,2023-12-25,-1,Supplier_5,Germany,9,5920
10362,2023-09-01,151,5,6,DE-South,Home,84,192,Frankfurt,18503,10362,26,2023-09-04,2023-09-09,2023-09-12,3,Supplier_26,Poland,12,420
10363,2023-12-24,286,9,5,DE-West,Home,176,72,Hamburg,8086,10363,29,2023-12-25,2024-01-01,2024-01-04,3,Supplier_29,Czechia,8,1584
10364,2023-11-23,265,5,4,DE-South,Home,473,85,Hamburg,6906,10364,27,2023-11-25,2023-12-03,2023-12-04,1,Supplier_27,Poland,9,2365
10365,2023-12-17,220,4,7,DE-North,Home,370,243,Berlin,13152,10365,28,2023-12-18,2023-12-22,2023-12-23,1,Supplier_28,Germany,4,1480
10366,2023-02-20,216,13,4,DE-South,Electronics,362,24,Hamburg,6906,10366,21,2023-02-23,2023-02-26,2023-02-26,0,Supplier_21,Netherlands,8,4706
10367,2023-03-22,156,17,4,DE-West,Automotive,269,77,Hamburg,6906,10367,24,2023-03-24,2023-03-30,2023-03-30,0,Supplier_24,Poland,14,4573
10368,2023-02-05,216,12,7,DE-West,Electronics,362,24,Berlin,13152,10368,7,2023-02-06,2023-02-09,2023-02-07,-2,Supplier_7,Czechia,14,4344
10369,2023-03-08,114,7,6,DE-West,Automotive,447,141,Frankfurt,18503,10369,27,2023-03-12,2023-03-18,2023-03-19,1,Supplier_27,Poland,9,3129
10370,2023-05-09,161,1,2,DE-West,Home,148,136,Hamburg,11949,10370,28,2023-05-10,2023-05-16,2023-05-17,1,Supplier_28,Germany,4,148
10371,2023-06-04,98,16,5,DE-West,Industrial,148,242,Hamburg,8086,10371,23,2023-06-06,2023-06-13,2023-06-15,2,Supplier_23,Poland,3,2368
10372,2023-09-02,157,7,5,DE-North,Home,207,167,Hamburg,8086,10372,4,2023-09-03,2023-09-07,2023-09-11,4,Supplier_4,Poland,7,1449
10373,2023-04-21,162,2,6,DE-South,Electronics,429,153,Frankfurt,18503,10373,30,2023-04-22,2023-04-24,2023-04-24,0,Supplier_30,Germany,4,858
10374,2023-06-17,42,12,7,DE-South,Home,196,182,Berlin,13152,10374,15,2023-06-18,2023-06-20,2023-06-22,2,Supplier_15,Poland,14,2352
10375,2023-05-22,180,11,4,DE-South,Home,67,33,Hamburg,6906,10375,22,2023-05-26,2023-06-04,2023-06-05,1,Supplier_22,Poland,9,737
10376,2023-12-22,51,8,3,DE-North,Home,387,31,Munich,11882,10376,29,2023-12-25,2023-12-28,2023-12-28,0,Supplier_29,Czechia,8,3096
10377,2023-07-16,252,1,8,DE-North,Electronics,102,269,Munich,10750,10377,1,2023-07-19,2023-07-24,2023-07-28,4,Supplier_1,Czechia,11,102
10378,2023-04-19,120,3,4,DE-North,Electronics,184,165,Hamburg,6906,10378,22,2023-04-22,2023-04-24,2023-04-25,1,Supplier_22,Poland,9,552
10379,2023-03-20,75,8,2,DE-North,Electronics,58,115,Hamburg,11949,10379,5,2023-03-21,2023-03-23,2023-03-22,-1,Supplier_5,Germany,9,464
10380,2023-06-10,162,8,6,DE-South,Electronics,429,153,Frankfurt,18503,10380,29,2023-06-12,2023-06-21,2023-06-25,4,Supplier_29,Czechia,8,3432
10381,2023-01-19,149,11,7,DE-West,Electronics,196,58,Berlin,13152,10381,17,2023-01-20,2023-01-27,2023-01-30,3,Supplier_17,Poland,9,2156
10382,2023-05-07,123,5,8,DE-West,Automotive,177,28,Munich,10750,10382,13,2023-05-08,2023-05-17,2023-05-21,4,Supplier_13,Poland,2,885
10383,2023-07-24,141,8,3,DE-North,Industrial,326,89,Munich,11882,10383,27,2023-07-27,2023-08-01,2023-08-03,2,Supplier_27,Poland,9,2608
10384,2023-01-29,182,9,5,DE-South,Home,272,20,Hamburg,8086,10384,17,2023-02-01,2023-02-03,2023-02-03,0,Supplier_17,Poland,9,2448
10385,2023-07-26,277,17,2,DE-South,Electronics,324,70,Hamburg,11949,10385,19,2023-07-30,2023-08-03,2023-08-03,0,Supplier_19,Germany,11,5508
10386,2023-10-07,257,5,2,DE-North,Home,245,73,Hamburg,11949,10386,4,2023-10-08,2023-10-12,2023-10-13,1,Supplier_4,Poland,7,1225
10387,2023-05-31,245,19,8,DE-South,Home,219,224,Munich,10750,10387,17,2023-06-04,2023-06-12,2023-06-13,1,Supplier_17,Poland,9,4161
10388,2023-08-28,86,19,6,DE-West,Home,210,292,Frankfurt,18503,10388,12,2023-09-01,2023-09-04,2023-09-02,-2,Supplier_12,Netherlands,9,3990
10389,2023-09-23,71,2,3,DE-North,Automotive,303,246,Munich,11882,10389,30,2023-09-27,2023-10-06,2023-10-04,-2,Supplier_30,Germany,4,606
10390,2023-07-01,269,19,4,DE-South,Home,419,271,Hamburg,6906,10390,26,2023-07-04,2023-07-11,2023-07-13,2,Supplier_26,Poland,12,7961
10391,2023-04-15,180,15,4,DE-South,Home,67,33,Hamburg,6906,10391,23,2023-04-19,2023-04-27,2023-04-27,0,Supplier_23,Poland,3,1005
10392,2023-08-24,279,8,1,DE-South,Electronics,107,152,Hamburg,12673,10392,18,2023-08-25,2023-08-28,2023-08-29,1,Supplier_18,Germany,7,856
10393,2023-06-22,149,8,3,DE-North,Electronics,196,58,Munich,11882,10393,11,2023-06-26,2023-06-29,2023-07-01,2,Supplier_11,Poland,2,1568
10394,2023-06-07,6,1,4,DE-West,Industrial,102,266,Hamburg,6906,10394,4,2023-06-10,2023-06-17,2023-06-17,0,Supplier_4,Poland,7,102
10395,2023-06-21,148,14,2,DE-South,Home,353,38,Hamburg,11949,10395,12,2023-06-22,2023-06-26,2023-06-27,1,Supplier_12,Netherlands,9,4942
10396,2023-11-07,168,11,6,DE-North,Home,230,168,Frankfurt,18503,10396,9,2023-11-08,2023-11-11,2023-11-09,-2,Supplier_9,Germany,11,2530
10397,2023-06-06,9,7,4,DE-North,Home,209,163,Hamburg,6906,10397,24,2023-06-08,2023-06-11,2023-06-11,0,Supplier_24,Poland,14,1463
10398,2023-09-15,178,18,6,DE-South,Home,372,66,Frankfurt,18503,10398,18,2023-09-18,2023-09-22,2023-09-23,1,Supplier_18,Germany,7,6696
10399,2023-06-13,284,15,8,DE-North,Home,367,53,Munich,10750,10399,27,2023-06-15,2023-06-23,2023-06-25,2,Supplier_27,Poland,9,5505
10400,2023-05-27,116,10,8,DE-West,Industrial,353,182,Munich,10750,10400,27,2023-05-30,2023-06-06,2023-06-08,2,Supplier_27,Poland,9,3530
10401,2023-06-03,96,4,4,DE-West,Automotive,276,284,Hamburg,6906,10401,9,2023-06-06,2023-06-11,2023-06-10,-1,Supplier_9,Germany,11,1104
10402,2023-02-07,56,1,6,DE-North,Industrial,483,234,Frankfurt,18503,10402,1,2023-02-10,2023-02-13,2023-02-13,0,Supplier_1,Czechia,11,483
10403,2023-05-11,207,14,2,DE-South,Industrial,296,65,Hamburg,11949,10403,6,2023-05-13,2023-05-15,2023-05-17,2,Supplier_6,Poland,12,4144
10404,2023-12-24,105,9,3,DE-West,Automotive,243,170,Munich,11882,10404,19,2023-12-28,2024-01-01,2024-01-01,0,Supplier_19,Germany,11,2187
10405,2023-09-12,35,13,1,DE-South,Automotive,308,35,Hamburg,12673,10405,1,2023-09-15,2023-09-20,2023-09-22,2,Supplier_1,Czechia,11,4004
10406,2023-07-27,209,17,6,DE-North,Automotive,404,272,Frankfurt,18503,10406,8,2023-07-28,2023-07-30,2023-07-30,0,Supplier_8,Czechia,2,6868
10407,2023-04-05,281,4,4,DE-West,Industrial,395,203,Hamburg,6906,10407,6,2023-04-06,2023-04-08,2023-04-08,0,Supplier_6,Poland,12,1580
10408,2023-12-14,147,5,6,DE-South,Home,366,221,Frankfurt,18503,10408,4,2023-12-17,2023-12-23,2023-12-23,0,Supplier_4,Poland,7,1830
10409,2023-11-23,287,18,6,DE-North,Electronics,442,224,Frankfurt,18503,10409,3,2023-11-26,2023-12-01,2023-11-30,-1,Supplier_3,Netherlands,10,7956
10410,2023-06-20,81,17,4,DE-South,Home,180,287,Hamburg,6906,10410,13,2023-06-23,2023-06-29,2023-07-03,4,Supplier_13,Poland,2,3060
10411,2023-09-07,50,7,7,DE-West,Automotive,88,63,Berlin,13152,10411,26,2023-09-11,2023-09-19,2023-09-17,-2,Supplier_26,Poland,12,616
10412,2023-07-09,87,10,4,DE-North,Automotive,457,81,Hamburg,6906,10412,2,2023-07-12,2023-07-21,2023-07-24,3,Supplier_2,Germany,10,4570
10413,2023-07-18,191,9,3,DE-North,Home,480,141,Munich,11882,10413,13,2023-07-22,2023-07-26,2023-07-26,0,Supplier_13,Poland,2,4320
10414,2023-08-09,1,13,2,DE-South,Home,274,291,Hamburg,11949,10414,21,2023-08-13,2023-08-22,2023-08-20,-2,Supplier_21,Netherlands,8,3562
10415,2023-01-24,138,18,8,DE-South,Electronics,332,164,Munich,10750,10415,15,2023-01-27,2023-02-04,2023-02-08,4,Supplier_15,Poland,14,5976
10416,2023-09-01,136,12,2,DE-North,Electronics,487,184,Hamburg,11949,10416,8,2023-09-04,2023-09-09,2023-09-12,3,Supplier_8,Czechia,2,5844
10417,2023-11-20,154,8,8,DE-West,Home,66,239,Munich,10750,10417,12,2023-11-24,2023-11-30,2023-11-28,-2,Supplier_12,Netherlands,9,528
10418,2023-05-08,162,18,2,DE-West,Electronics,429,153,Hamburg,11949,10418,8,2023-05-10,2023-05-18,2023-05-16,-2,Supplier_8,Czechia,2,7722
10419,2023-04-03,19,5,2,DE-South,Industrial,304,58,Hamburg,11949,10419,19,2023-04-07,2023-04-15,2023-04-17,2,Supplier_19,Germany,11,1520
10420,2023-10-27,243,7,2,DE-South,Industrial,354,70,Hamburg,11949,10420,9,2023-10-28,2023-11-01,2023-11-02,1,Supplier_9,Germany,11,2478
10421,2023-05-13,129,15,8,DE-South,Industrial,71,160,Munich,10750,10421,10,2023-05-16,2023-05-19,2023-05-22,3,Supplier_10,Germany,5,1065
10422,2023-02-24,176,3,7,DE-West,Automotive,210,166,Berlin,13152,10422,21,2023-02-26,2023-02-28,2023-02-26,-2,Supplier_21,Netherlands,8,630
10423,2023-06-07,280,18,2,DE-West,Automotive,488,157,Hamburg,11949,10423,23,2023-06-09,2023-06-13,2023-06-17,4,Supplier_23,Poland,3,8784
10424,2023-01-29,84,6,4,DE-South,Industrial,103,298,Hamburg,6906,10424,27,2023-02-01,2023-02-09,2023-02-09,0,Supplier_27,Poland,9,618
10425,2023-07-30,222,6,4,DE-South,Home,449,196,Hamburg,6906,10425,25,2023-08-01,2023-08-06,2023-08-07,1,Supplier_25,Germany,11,2694
10426,2023-06-03,145,1,2,DE-North,Industrial,416,186,Hamburg,11949,10426,7,2023-06-04,2023-06-06,2023-06-08,2,Supplier_7,Czechia,14,416
10427,2023-10-20,106,17,2,DE-North,Automotive,359,163,Hamburg,11949,10427,10,2023-10-23,2023-10-25,2023-10-24,-1,Supplier_10,Germany,5,6103
10428,2023-08-10,11,11,3,DE-North,Home,465,204,Munich,11882,10428,3,2023-08-14,2023-08-18,2023-08-16,-2,Supplier_3,Netherlands,10,5115
10429,2023-04-25,166,2,6,DE-North,Electronics,398,179,Frankfurt,18503,10429,2,2023-04-28,2023-05-01,2023-04-29,-2,Supplier_2,Germany,10,796
10430,2023-06-07,196,9,3,DE-South,Automotive,204,197,Munich,11882,10430,28,2023-06-08,2023-06-12,2023-06-14,2,Supplier_28,Germany,4,1836
10431,2023-09-16,231,19,5,DE-West,Automotive,496,216,Hamburg,8086,10431,7,2023-09-18,2023-09-25,2023-09-25,0,Supplier_7,Czechia,14,9424
10432,2023-09-08,147,6,4,DE-West,Home,366,221,Hamburg,6906,10432,10,2023-09-11,2023-09-17,2023-09-21,4,Supplier_10,Germany,5,2196
10433,2023-05-02,238,7,7,DE-North,Automotive,174,102,Berlin,13152,10433,8,2023-05-03,2023-05-09,2023-05-12,3,Supplier_8,Czechia,2,1218
10434,2023-10-26,13,4,2,DE-West,Home,373,88,Hamburg,11949,10434,12,2023-10-30,2023-11-06,2023-11-09,3,Supplier_12,Netherlands,9,1492
10435,2023-09-20,219,3,7,DE-North,Industrial,69,165,Berlin,13152,10435,28,2023-09-21,2023-09-27,2023-09-30,3,Supplier_28,Germany,4,207
10436,2023-02-18,257,2,6,DE-South,Home,245,73,Frankfurt,18503,10436,20,2023-02-21,2023-03-02,2023-03-02,0,Supplier_20,Germany,13,490
10437,2023-11-25,2,10,7,DE-North,Industrial,434,208,Berlin,13152,10437,17,2023-11-26,2023-12-03,2023-12-07,4,Supplier_17,Poland,9,4340
10438,2023-10-24,210,10,4,DE-West,Electronics,355,101,Hamburg,6906,10438,22,2023-10-28,2023-11-02,2023-11-06,4,Supplier_22,Poland,9,3550
10439,2023-12-28,225,17,7,DE-West,Automotive,192,236,Berlin,13152,10439,9,2023-12-31,2024-01-08,2024-01-09,1,Supplier_9,Germany,11,3264
10440,2023-03-18,194,16,5,DE-West,Home,499,155,Hamburg,8086,10440,20,2023-03-20,2023-03-24,2023-03-25,1,Supplier_20,Germany,13,7984
10441,2023-05-07,196,1,8,DE-South,Automotive,204,197,Munich,10750,10441,3,2023-05-10,2023-05-19,2023-05-19,0,Supplier_3,Netherlands,10,204
10442,2023-07-16,260,12,3,DE-North,Home,421,270,Munich,11882,10442,22,2023-07-20,2023-07-22,2023-07-21,-1,Supplier_22,Poland,9,5052
10443,2023-08-09,57,10,5,DE-South,Industrial,200,109,Hamburg,8086,10443,22,2023-08-13,2023-08-18,2023-08-18,0,Supplier_22,Poland,9,2000
10444,2023-04-01,113,1,1,DE-South,Industrial,338,242,Hamburg,12673,10444,4,2023-04-04,2023-04-10,2023-04-09,-1,Supplier_4,Poland,7,338
10445,2023-01-08,213,16,7,DE-North,Electronics,62,29,Berlin,13152,10445,7,2023-01-12,2023-01-17,2023-01-21,4,Supplier_7,Czechia,14,992
10446,2023-02-01,279,11,8,DE-West,Electronics,107,152,Munich,10750,10446,27,2023-02-02,2023-02-11,2023-02-13,2,Supplier_27,Poland,9,1177
10447,2023-11-16,244,4,3,DE-West,Electronics,229,192,Munich,11882,10447,18,2023-11-17,2023-11-19,2023-11-22,3,Supplier_18,Germany,7,916
10448,2023-09-26,117,3,8,DE-West,Electronics,453,234,Munich,10750,10448,17,2023-09-28,2023-10-03,2023-10-02,-1,Supplier_17,Poland,9,1359
10449,2023-07-10,87,13,4,DE-West,Automotive,457,81,Hamburg,6906,10449,27,2023-07-13,2023-07-16,2023-07-20,4,Supplier_27,Poland,9,5941
10450,2023-12-15,263,15,3,DE-South,Electronics,404,226,Munich,11882,10450,22,2023-12-17,2023-12-23,2023-12-26,3,Supplier_22,Poland,9,6060
10451,2023-06-12,300,10,5,DE-North,Industrial,286,214,Hamburg,8086,10451,3,2023-06-13,2023-06-21,2023-06-23,2,Supplier_3,Netherlands,10,2860
10452,2023-03-02,113,6,8,DE-North,Industrial,338,242,Munich,10750,10452,3,2023-03-04,2023-03-12,2023-03-15,3,Supplier_3,Netherlands,10,2028
10453,2023-09-21,164,11,2,DE-North,Industrial,86,63,Hamburg,11949,10453,13,2023-09-25,2023-10-04,2023-10-07,3,Supplier_13,Poland,2,946
10454,2023-10-12,4,1,6,DE-South,Home,175,88,Frankfurt,18503,10454,17,2023-10-15,2023-10-19,2023-10-17,-2,Supplier_17,Poland,9,175
10455,2023-04-05,118,4,5,DE-West,Automotive,433,240,Hamburg,8086,10455,29,2023-04-08,2023-04-15,2023-04-15,0,Supplier_29,Czechia,8,1732
10456,2023-02-10,23,10,5,DE-West,Automotive,421,42,Hamburg,8086,10456,18,2023-02-13,2023-02-21,2023-02-25,4,Supplier_18,Germany,7,4210
10457,2023-05-29,233,15,7,DE-North,Industrial,100,278,Berlin,13152,10457,19,2023-05-30,2023-06-07,2023-06-08,1,Supplier_19,Germany,11,1500
10458,2023-07-23,90,1,8,DE-West,Automotive,162,206,Munich,10750,10458,17,2023-07-27,2023-08-02,2023-07-31,-2,Supplier_17,Poland,9,162
10459,2023-09-24,255,15,7,DE-South,Electronics,54,278,Berlin,13152,10459,24,2023-09-25,2023-10-04,2023-10-05,1,Supplier_24,Poland,14,810
10460,2023-01-02,92,3,2,DE-West,Industrial,471,196,Hamburg,11949,10460,16,2023-01-06,2023-01-14,2023-01-13,-1,Supplier_16,Germany,5,1413
10461,2023-06-27,155,1,6,DE-West,Electronics,221,145,Frankfurt,18503,10461,16,2023-07-01,2023-07-10,2023-07-10,0,Supplier_16,Germany,5,221
10462,2023-07-13,115,6,8,DE-West,Home,326,152,Munich,10750,10462,22,2023-07-16,2023-07-22,2023-07-22,0,Supplier_22,Poland,9,1956
10463,2023-12-02,207,19,4,DE-North,Industrial,296,65,Hamburg,6906,10463,25,2023-12-03,2023-12-07,2023-12-07,0,Supplier_25,Germany,11,5624
10464,2023-07-15,81,4,6,DE-South,Home,180,287,Frankfurt,18503,10464,1,2023-07-17,2023-07-21,2023-07-19,-2,Supplier_1,Czechia,11,720
10465,2023-12-09,103,12,7,DE-North,Automotive,415,44,Berlin,13152,10465,27,2023-12-11,2023-12-13,2023-12-15,2,Supplier_27,Poland,9,4980
10466,2023-09-06,80,2,4,DE-South,Industrial,257,56,Hamburg,6906,10466,14,2023-09-09,2023-09-11,2023-09-10,-1,Supplier_14,Germany,4,514
10467,2023-07-31,103,17,3,DE-North,Automotive,415,44,Munich,11882,10467,28,2023-08-01,2023-08-09,2023-08-07,-2,Supplier_28,Germany,4,7055
10468,2023-06-02,240,6,8,DE-South,Industrial,363,104,Munich,10750,10468,15,2023-06-06,2023-06-09,2023-06-07,-2,Supplier_15,Poland,14,2178
10469,2023-06-07,265,12,5,DE-South,Home,473,85,Hamburg,8086,10469,4,2023-06-10,2023-06-15,2023-06-17,2,Supplier_4,Poland,7,5676
10470,2023-12-28,33,15,3,DE-North,Industrial,375,276,Munich,11882,10470,20,2023-12-30,2024-01-04,2024-01-05,1,Supplier_20,Germany,13,5625
10471,2023-05-19,35,17,2,DE-North,Automotive,308,35,Hamburg,11949,10471,21,2023-05-21,2023-05-26,2023-05-27,1,Supplier_21,Netherlands,8,5236
10472,2023-08-09,249,1,1,DE-West,Electronics,493,91,Hamburg,12673,10472,11,2023-08-13,2023-08-20,2023-08-20,0,Supplier_11,Poland,2,493
10473,2023-09-30,50,14,7,DE-South,Automotive,88,63,Berlin,13152,10473,18,2023-10-01,2023-10-10,2023-10-08,-2,Supplier_18,Germany,7,1232
10474,2023-06-03,280,2,4,DE-South,Automotive,488,157,Hamburg,6906,10474,29,2023-06-05,2023-06-11,2023-06-13,2,Supplier_29,Czechia,8,976
10475,2023-09-06,242,4,2,DE-South,Home,391,20,Hamburg,11949,10475,17,2023-09-07,2023-09-13,2023-09-17,4,Supplier_17,Poland,9,1564
10476,2023-10-06,152,2,4,DE-South,Home,241,160,Hamburg,6906,10476,28,2023-10-07,2023-10-11,2023-10-13,2,Supplier_28,Germany,4,482
10477,2023-10-31,147,14,3,DE-South,Home,366,221,Munich,11882,10477,9,2023-11-02,2023-11-09,2023-11-10,1,Supplier_9,Germany,11,5124
10478,2023-10-03,39,18,1,DE-West,Electronics,469,179,Hamburg,12673,10478,21,2023-10-05,2023-10-08,2023-10-10,2,Supplier_21,Netherlands,8,8442
10479,2023-01-02,189,8,7,DE-West,Home,163,175,Berlin,13152,10479,24,2023-01-05,2023-01-13,2023-01-14,1,Supplier_24,Poland,14,1304
10480,2023-03-29,25,1,6,DE-West,Industrial,247,29,Frankfurt,18503,10480,14,2023-03-30,2023-04-02,2023-04-03,1,Supplier_14,Germany,4,247
10481,2023-10-14,244,16,5,DE-South,Electronics,229,192,Hamburg,8086,10481,28,2023-10-17,2023-10-22,2023-10-26,4,Supplier_28,Germany,4,3664
10482,2023-05-10,223,7,6,DE-North,Automotive,191,286,Frankfurt,18503,10482,3,2023-05-11,2023-05-15,2023-05-18,3,Supplier_3,Netherlands,10,1337
10483,2023-03-19,230,6,4,DE-North,Electronics,264,25,Hamburg,6906,10483,20,2023-03-21,2023-03-26,2023-03-24,-2,Supplier_20,Germany,13,1584
10484,2023-09-17,153,19,5,DE-South,Electronics,98,261,Hamburg,8086,10484,20,2023-09-18,2023-09-27,2023-09-30,3,Supplier_20,Germany,13,1862
10485,2023-08-29,288,10,7,DE-West,Electronics,445,145,Berlin,13152,10485,22,2023-09-01,2023-09-09,2023-09-08,-1,Supplier_22,Poland,9,4450
10486,2023-05-21,108,6,8,DE-North,Industrial,257,58,Munich,10750,10486,4,2023-05-22,2023-05-28,2023-05-31,3,Supplier_4,Poland,7,1542
10487,2023-08-16,33,10,8,DE-North,Industrial,375,276,Munich,10750,10487,16,2023-08-18,2023-08-22,2023-08-22,0,Supplier_16,Germany,5,3750
10488,2023-06-12,111,19,3,DE-West,Industrial,210,61,Munich,11882,10488,21,2023-06-15,2023-06-22,2023-06-21,-1,Supplier_21,Netherlands,8,3990
10489,2023-08-24,121,3,4,DE-South,Industrial,244,258,Hamburg,6906,10489,12,2023-08-25,2023-08-30,2023-09-03,4,Supplier_12,Netherlands,9,732
10490,2023-05-08,16,3,6,DE-South,Electronics,233,257,Frankfurt,18503,10490,30,2023-05-09,2023-05-18,2023-05-20,2,Supplier_30,Germany,4,699
10491,2023-07-19,227,6,3,DE-South,Electronics,403,117,Munich,11882,10491,21,2023-07-20,2023-07-23,2023-07-26,3,Supplier_21,Netherlands,8,2418
10492,2023-01-31,11,17,8,DE-South,Home,465,204,Munich,10750,10492,8,2023-02-01,2023-02-09,2023-02-08,-1,Supplier_8,Czechia,2,7905
10493,2023-05-18,203,18,5,DE-South,Home,295,220,Hamburg,8086,10493,9,2023-05-22,2023-05-24,2023-05-23,-1,Supplier_9,Germany,11,5310
10494,2023-01-21,202,10,3,DE-North,Industrial,348,164,Munich,11882,10494,11,2023-01-22,2023-01-29,2023-01-30,1,Supplier_11,Poland,2,3480
10495,2023-08-22,98,6,7,DE-West,Industrial,148,242,Berlin,13152,10495,24,2023-08-24,2023-08-30,2023-08-28,-2,Supplier_24,Poland,14,888
10496,2023-07-21,116,13,8,DE-North,Industrial,353,182,Munich,10750,10496,28,2023-07-23,2023-07-28,2023-07-30,2,Supplier_28,Germany,4,4589
10497,2023-10-06,281,6,7,DE-North,Industrial,395,203,Berlin,13152,10497,5,2023-10-09,2023-10-13,2023-10-13,0,Supplier_5,Germany,9,2370
10498,2023-05-11,232,12,7,DE-North,Industrial,391,152,Berlin,13152,10498,12,2023-05-12,2023-05-16,2023-05-20,4,Supplier_12,Netherlands,9,4692
10499,2023-05-28,111,14,7,DE-West,Industrial,210,61,Berlin,13152,10499,28,2023-06-01,2023-06-06,2023-06-10,4,Supplier_28,Germany,4,2940
10500,2023-01-29,12,17,7,DE-North,Home,296,239,Berlin,13152,10500,22,2023-02-02,2023-02-09,2023-02-13,4,Supplier_22,Poland,9,5032
10501,2023-12-27,21,8,3,DE-North,Automotive,329,273,Munich,11882,10501,20,2023-12-29,2024-01-07,2024-01-08,1,Supplier_20,Germany,13,2632
